id,Hectare,Date,Age,Primary Fur Color,Highlight Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions
1468,07H,10062018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
1469,07F,10082018,Juvenile,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
1470,30D,10172018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
1471,13F,10082018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,True,
1472,33F,10122018,Adult,Black,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,True,False,True,False,
1473,03A,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False,
1474,14F,10122018,,,,,,False,False,False,False,False,,True,True,False,False,False,False,False,False,
1475,07C,10202018,Adult,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True,
1476,37C,10122018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,caching,False,False,False,False,False,False,True,False,
1477,25A,10132018,,Gray,White,Ground Plane,,False,False,False,True,False,staring at me,False,False,False,False,False,False,True,False,
1478,10G,10172018,Adult,Gray,,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False,
1479,34A,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,False,True,True,True,eating upside down on tree trunk,False,False,False,False,False,False,False,False,
1480,38G,10202018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,True,False,
1481,36C,10142018,Juvenile,Gray,White,Ground Plane,Crossing path,False,False,False,True,True,,False,False,False,False,False,False,True,False,
1482,33I,10082018,Adult,,,Above Ground,,False,False,True,False,True,,False,False,False,False,False,False,True,False,nearly dropped shell on my head!
1483,12E,10172018,Adult,Gray,Cinnamon,Ground Plane,,True,False,True,False,False,,False,False,False,False,True,False,False,True,
1484,02C,10132018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False,
1485,33I,10062018,Adult,Black,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True,
1486,15I,10122018,Adult,Gray,,Above Ground,,True,False,True,False,True,burying the food on ground,False,False,False,False,False,False,False,False,look at us and continue hiding the food
1487,15G,10082018,Adult,Gray,,Ground Plane,,False,True,False,False,False,,True,False,False,False,False,False,False,False,
1488,12G,10122018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False,
1489,42H,10142018,Adult,Gray,White,Above Ground,,True,True,False,False,False,,False,False,False,False,False,False,False,True,
1490,14B,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
1491,12E,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
1492,02A,10102018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,True,False,True,False,
1493,22B,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,"looked at me,standing on back feet"
1494,39H,10072018,Juvenile,Gray,White,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False,
1495,05F,10072018,Adult,Gray,,Above Ground,branch,False,False,False,True,False,,False,False,False,False,False,False,False,False,
1496,32C,10132018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
1497,06G,10202018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
1498,08B,10072018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False,
1499,21H,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True,
1500,06C,10072018,Adult,Gray,White,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,False,False,"curious,but wary"
1501,36A,10132018,,Gray,Cinnamon,Ground Plane,EDGE OF WOODS,False,False,False,False,True,,False,False,False,False,False,False,False,True,
1502,13E,10172018,Adult,Gray,White,Ground Plane,,False,False,False,True,True,,True,False,False,False,False,False,False,True,acknowledges
1503,11D,10062018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False,
1504,17C,10132018,Adult,Gray,,Above Ground,in a tree,False,False,False,True,False,,False,False,False,False,False,False,True,False,
1505,05G,10102018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
1506,14B,10142018,Adult,Gray,Cinnamon,Above Ground,running up and down,False,False,False,False,False,,False,False,False,False,False,False,False,False,
1507,11F,10132018,Adult,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True,
1508,13F,10082018,Adult,Gray,Cinnamon,Above Ground,,False,False,False,False,False,,True,False,False,False,False,False,False,False,
1509,39E,10182018,Adult,Gray,,Ground Plane,,False,True,False,False,False,,False,False,False,True,False,False,True,False,
1510,16H,10142018,Adult,Gray,White,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,True,False,False,followed man across bridge
1511,07G,10102018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,True,False,True,False,
1512,05G,10062018,Adult,Gray,Black,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False,made eye contact with me
1513,28A,10072018,Adult,Cinnamon,Gray,Ground Plane,,False,True,False,True,True,chasing #2 took #2 food wrapper and is foraging through it,False,False,False,False,False,False,True,False,
1514,38G,10202018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,True,True,,True,False,False,True,False,False,True,False,
1515,39G,10132018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
1516,28D,10122018,Adult,Black,,Above Ground,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
1517,21A,10192018,Adult,Gray,,Above Ground,,True,False,True,False,False,,False,False,False,False,False,False,True,False,
1518,22G,10182018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False,
1519,11D,10062018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,True,True,,False,False,False,False,True,False,True,False,
1520,16F,10132018,Adult,Gray,Cinnamon,Ground Plane,Big rock in meadow,False,False,False,False,True,,False,False,False,False,False,False,False,True,
1521,09E,10082018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False,
1522,39G,10132018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False,
1523,26A,10062018,Juvenile,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,False,True,
1524,16A,10192018,Juvenile,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,True,False,False,True,
1525,14B,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,True,False,False,True,,False,False,False,False,False,False,False,False,
1526,32C,10132018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
1527,08H,10142018,Adult,Gray,,Above Ground,,False,True,False,False,False,"chasing (#7),playing?",False,False,False,False,False,False,True,False,
1528,23A,10182018,Juvenile,Black,,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
1529,08I,10062018,Adult,Gray,White,Ground Plane,,True,False,False,False,True,,False,False,False,True,False,False,True,False,
1530,19C,10182018,Adult,Gray,Cinnamon,Above Ground,Climbed fence,True,False,True,False,False,climbing (fence),False,False,False,False,False,False,True,False,
1531,21H,10182018,Juvenile,Gray,Cinnamon,Ground Plane,,False,True,False,False,False,,False,False,False,True,False,False,True,False,
1532,03D,10102018,Adult,Gray,White,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,False,False,
1533,39I,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,False,playing,False,False,False,False,False,True,False,False,
1534,17D,10082018,Adult,Gray,White,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,True,
1535,07H,10062018,Adult,Gray,,Above Ground,,False,True,True,False,False,playing w/ #7,False,False,False,False,False,False,True,False,
1536,06E,10102018,Adult,Cinnamon,White,Ground Plane,small open area but w/ 7 large oak trees,False,False,False,False,True,,False,False,False,False,False,False,True,False,
1537,10A,10142018,Adult,Gray,"Black, Cinnamon, White",Above Ground,above my head in tree,False,False,False,True,False,eating (in a tree),False,False,False,False,False,False,True,False,"indifferent (lots of people taking its picture,didn't bother it)"
1538,10H,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
1539,20C,10182018,Adult,Gray,,Ground Plane,,True,True,False,False,False,,False,False,False,False,False,False,False,False,
1540,40B,10192018,Juvenile,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True,
1541,13D,10182018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,True,False,
1542,31D,10062018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
1543,12E,10182018,Adult,Cinnamon,,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,True,
1544,18I,10072018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
1545,18F,10082018,Adult,Gray,White,Ground Plane,,False,False,False,True,False,,False,False,False,False,True,False,True,False,
1546,08B,10072018,Adult,Gray,,Above Ground,,False,False,False,True,False,holding nut,False,False,False,False,False,False,True,False,
1547,33E,10122018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,playing,False,False,False,False,False,False,False,False,
1548,03B,10102018,Juvenile,Gray,Cinnamon,Ground Plane,,False,True,False,False,False,chasing #2,False,False,False,False,False,False,False,True,
1549,01D,10062018,Juvenile,Gray,White,Ground Plane,,True,False,True,False,True,,False,False,False,False,True,False,False,False,
1550,16D,10102018,Adult,Gray,,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
1551,06A,10122018,Adult,Cinnamon,White,Ground Plane,,True,True,True,False,False,,False,False,False,False,False,False,False,False,
1552,08I,10132018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
1553,15E,10132018,Adult,Gray,,Above Ground,on fallen log,False,False,False,False,False,,False,False,False,False,True,False,False,True,
1554,25I,10072018,,,,Above Ground,up in tree,False,False,False,False,False,,False,True,False,False,False,False,False,False,
1555,01D,10062018,Juvenile,Gray,"Cinnamon, White",Ground Plane,,True,False,False,False,False,tumbling,False,False,False,False,False,False,False,False,
1556,03F,10062018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
1557,07H,10062018,Adult,Gray,Cinnamon,,,False,False,False,False,True,,False,False,False,False,False,True,False,False,
1558,22B,10132018,Adult,Cinnamon,,Ground Plane,,False,False,False,False,True,climbed tree,False,False,False,False,False,False,True,False,
1559,32A,10132018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
1560,27I,10072018,Adult,Cinnamon,Gray,Above Ground,,False,False,True,True,False,,False,False,False,False,False,False,False,True,
1561,31A,10172018,Adult,Cinnamon,White,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
1562,08D,10072018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
1563,15G,10082018,Adult,Gray,,Ground Plane,,False,True,False,False,False,,True,False,False,False,False,False,False,False,
1564,15D,10172018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,True,,False,False,False,False,False,False,True,False,
1565,01B,10122018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,True,False,
1566,14E,10082018,Adult,Gray,,Above Ground,,False,False,True,True,True,,False,False,False,False,False,False,True,False,
1567,04C,10102018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,False,False,
1568,11I,10122018,Adult,Gray,,Above Ground,,True,False,True,False,True,,False,False,False,False,False,False,False,False,
1569,07F,10082018,Adult,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False,
1570,28A,10072018,Adult,Gray,,Ground Plane,,True,False,False,False,False,running from #3,False,False,False,False,False,False,True,False,
1571,16F,10132018,Adult,Gray,Cinnamon,Ground Plane,Pine tree near utility shed,False,False,False,True,True,,False,False,False,False,False,False,False,True,
1572,41E,10132018,Adult,Cinnamon,"Gray, White",Above Ground,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
1573,25I,10072018,Adult,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False,
1574,42C,10132018,Adult,Gray,,Above Ground,,False,False,False,True,False,,True,False,False,False,False,False,True,False,
